country,ISO3,year,broadband,telephone,cellular,internet,credit,education,ict,tech,patent_residents,patent_nonresidents,researchers,RD,gdppc,urban,articles,business,fdi_outflow,fdi_inflow,gdp,gdp_growth,Innovation_index,latitude,longitude
Austria,AUT,2019,2518900,3722128,10726000,87.75220479,85.98978127,86.32343292,3.128559148,11.47678662,2066,208,5959.549805,3.132469893,46616.35917,58.515,13162.53,1.004222873,-1.611817158,-2.787705712,4.14E+11,1.450529184,0.054476331,48.210033,16.363449
Austria,AUT,2020,2606000,3786725,10717445,87.52942813,92.91223998,88.7071991,3.094274588,12.2643129,2124,173,5829.837402,3.201489925,43343.9719,58.748,13700.08,0.858562503,0.271008856,-2.857821991,3.86E+11,-6.632991437,0.046648277,48.210033,16.363449
Austria,AUT,2021,2592000,3808709,10882217,92.52915104,93.30339431,93.94007111,4.948908657,11.00635615,1872,175,6341.73877,3.25632,44984.41974,58.995,..,0.954550279,6.020014261,3.708869344,4.03E+11,4.237866733,0.047808771,48.210033,16.363449
Austria,AUT,2022,2621237,3544263,11034599,93.61409139,89.61162623,..,..,17.1039528,..,..,..,..,46697.85652,59.256,..,..,1.76193442,2.147698685,4.22E+11,4.806430202,0.043736919,48.210033,16.363449
Austria,AUT,2023,..,..,..,..,84.20178499,..,..,..,..,..,..,..,45851.72488,59.53,..,..,..,..,4.19E+11,-0.828815089,0.037129407,48.210033,16.363449
Belgium,BEL,2009,3153262,4636079,11775240,74.54414555,58.67877652,64.97984314,2.495082728,11.35583252,669,148,3551.333252,1.998600006,39025.22079,97.603,14702.07,2.844155842,6.8989487,16.00700292,4.21E+11,-2.020743062,0.048900802,50.850346,4.351721
Belgium,BEL,2010,3373143,4639780,12154041,77.63978551,56.80149342,66.85788727,2.033369099,9.262592125,620,140,3767.168701,2.061880112,39777.92528,97.651,14984.64,3.281007028,13.88117753,26.066982,4.33E+11,2.864292708,0.044615088,50.850346,4.351721
Belgium,BEL,2011,3543759,4634252,12495934,81.609996,55.42096956,67.70340729,1.716708543,8.673927503,636,127,3910.077881,2.173320055,39929.09514,97.698,15533.91,3.424849796,24.67006825,31.26598335,4.41E+11,1.694513899,0.042611044,50.850346,4.351721
Belgium,BEL,2012,3692009,4634782,12313375,80.71999055,54.73869728,69.74906158,1.726345774,8.940896311,755,127,4147.208496,2.281140089,39975.57364,97.744,16204.15,3.07079364,8.363271087,2.380369601,4.44E+11,0.739217283,0.046302686,50.850346,4.351721
Belgium,BEL,2013,3828918,4586500,12315217,82.1702,56.40806353,71.78411102,1.688131253,10.63916941,715,161,4188.337402,2.330729961,39970.3175,97.789,16428.55,2.643855938,-2.370517292,-5.680612374,4.46E+11,0.459242193,0.044922383,50.850346,4.351721
Belgium,BEL,2014,4011201,4532475,12734724,85,57.89009668,74.03972626,1.738324336,11.93858609,889,137,4562.405762,2.370019913,40421.42079,97.833,16694.78,3.311475081,-0.07811693,-2.840147495,4.53E+11,1.578533143,0.051278491,50.850346,4.351721
Belgium,BEL,2015,4121049,4488711,12774090,85.05294175,60.63286564,76.42394257,2.179948672,12.33445901,949,148,4741.860352,2.428169966,41008.29672,97.876,16448.59,3.031350692,1.585456967,-4.220796953,4.62E+11,2.041459009,0.052931747,50.850346,4.351721
Belgium,BEL,2016,4270309,4371055,12550821,86.51647666,63.37673015,77.24350739,2.01674843,13.33051183,1054,119,4811.194824,2.523380041,41318.01964,97.919,16513.99,3.918831976,7.258528987,12.08629548,4.68E+11,1.266686409,0.054413212,50.850346,4.351721
Belgium,BEL,2017,4378973,4281818,11357286,87.67968082,65.096042,80.77381897,1.954683272,11.49128244,1001,216,4757.925293,2.66666007,41825.76283,97.961,16037.22,3.440624513,-1.054201842,-7.416757538,4.76E+11,1.619580278,0.052817178,50.850346,4.351721
Belgium,BEL,2018,4502950,4106864,11447351,88.647343,68.08574184,79.12374878,1.76675827,11.70534101,892,218,5032.367676,2.860179901,42382.31828,98.001,16172.65,3.502197381,-6.62645482,-7.657179957,4.84E+11,1.792945193,0.045437493,50.850346,4.351721
Belgium,BEL,2019,4590707,3930410,11509573,90.27542801,69.47138797,79.30448151,2.170650488,14.14366275,876,257,5280.421875,3.156599998,43098.47506,98.041,16218.32,3.970521454,-4.779160514,-3.98979365,4.95E+11,2.240835331,0.042025219,50.850346,4.351721
Belgium,BEL,2020,4734210,3635172,11529728,91.52641629,76.65689832,79.49960327,2.316641894,15.26168514,862,288,5410.832031,3.396970034,40636.80662,98.079,17015.55,4.384813865,-4.13047894,-5.2012425,4.69E+11,-5.304473365,0.040410339,50.850346,4.351721
Belgium,BEL,2021,4920679,3305360,11740118,92.78867618,74.45736852,82.6882019,1.807716137,21.37973585,799,415,6581.89209,3.42979002,43273.6357,98.117,..,4.973744805,9.251948609,4.911898482,5.01E+11,6.927983603,0.041838743,50.850346,4.351721
Belgium,BEL,2022,5071841,2952930,11873986,94.00783071,73.53679637,..,..,21.87805082,..,..,..,..,44198.196,98.153,..,6.342072893,4.562190272,2.139256284,5.16E+11,3.014721975,0.032458322,50.850346,4.351721
Belgium,BEL,2023,..,..,..,..,71.37280402,..,..,..,..,..,..,..,44283.20771,98.189,..,..,..,..,5.24E+11,1.365055231,0.02170848,50.850346,4.351721
Bulgaria,BGR,2009,998035,2205394,10454822,45,68.95856758,55.00836945,3.016924865,8.662057357,242,24,1563.640503,0.49338001,6294.433392,71.963,2679.13,1.602847944,0.694387783,7.490157326,46858550601,-3.347142263,0.062513877,42.697708,23.321868
Bulgaria,BGR,2010,1124723,2164258,10199942,46.23,68.20166581,58.35485077,2.468918957,8.400701614,243,17,1441.657837,0.563069999,6434.552431,72.302,2576.55,5.975343359,1.160833752,3.63054819,47587369526,1.555359513,0.062478932,42.697708,23.321868
Bulgaria,BGR,2011,1256796,2272834,10475083,47.97999305,65.27895338,59.82468033,2.128878949,7.809116073,262,21,1572.46521,0.529510021,6611.303845,72.638,2436.75,7.363627399,0.85278011,3.64377871,48582029158,2.090175696,0.076274724,42.697708,23.321868
Bulgaria,BGR,2012,1331746,2132905,10780732,51.89998767,65.78328854,62.16165161,1.956152668,8.041785685,245,14,1503.20874,0.600359976,6699.503001,72.975,2632.57,8.433826756,0.755192639,3.293739964,48945818584,0.748814803,0.063585662,42.697708,23.321868
Bulgaria,BGR,2013,1421552,1942424,10486824,53.0615,66.18685036,65.39308167,2.345437447,8.284389302,282,15,1645.567017,0.634329975,6700.535988,73.313,2654.65,8.327439318,0.629412053,3.561261162,48680164511,-0.542751313,0.066159055,42.697708,23.321868
Bulgaria,BGR,2014,1480889,1816974,9486927,55.49,59.22654702,69.58660126,2.515897109,7.564724136,218,16,1783.220093,0.79005003,6802.710324,73.651,2627.73,8.290562388,1.543726777,1.913300244,49142357613,0.949448521,0.040930105,42.697708,23.321868
Bulgaria,BGR,2015,1614541,1654879,9194633,56.65625161,54.79459702,74.04489136,2.896834515,8.430607456,280,11,1939.144165,0.949169993,7078.860323,73.99,2523.38,9.084431474,0.242501792,4.371782627,50811995689,3.397553876,0.040026425,42.697708,23.321868
Bulgaria,BGR,2016,1697590,1478975,8973869,59.82554766,52.01975022,75.47485352,2.852505237,8.977489758,230,11,2198.808105,0.769760013,7344.443503,74.329,2494.79,10.13224013,1.532533021,2.758177704,52349885977,3.026628392,0.045536885,42.697708,23.321868
Bulgaria,BGR,2017,1796682,1289853,8532908,63.41010138,49.80388812,76.07991791,2.754288731,9.629989485,202,23,2092.081299,0.739950001,7601.438474,74.669,2898.18,10.21208883,0.835899688,3.38441835,53787375766,2.745927259,0.046138043,42.697708,23.321868
Bulgaria,BGR,2018,1903946,1120392,8387160,64.78201069,50.36142466,76.23020935,3.252908196,10.36870234,180,18,2310.619141,0.753790021,7862.86183,75.008,3287.76,10.2071003,1.392719841,2.726919382,55236895280,2.694906553,0.040686368,42.697708,23.321868
Bulgaria,BGR,2019,2014772,975355,8134581,67.94698094,49.56078805,75.33709717,3.21251171,10.84700764,186,7,2391.024658,0.832360029,8237.926783,75.347,4051.05,9.654213248,1.203684436,3.224763969,57465808373,4.035188947,0.034977728,42.697708,23.321868
Bulgaria,BGR,2020,2115061,872757,7945739,70.16248359,51.51035843,74.37622833,3.423449213,11.29505268,239,7,2377.555664,0.849240005,7958.82684,75.686,4118.23,7.944426362,0.619976833,5.10816175,55186624688,-3.966156136,0.040683739,42.697708,23.321868
Bulgaria,BGR,2021,2253587,787637,7902756,75.27144583,48.34652602,74.02764893,3.324331026,10.91335045,165,6,2339.252441,0.772599995,8638.718376,76.025,..,9.042441898,1.105073181,2.973923844,59414884842,7.661748074,0.033792867,42.697708,23.321868
Bulgaria,BGR,2022,2381782,691270,7964361,79.12686326,44.87416692,..,..,8.574982021,..,..,..,..,9550.94255,76.363,..,9.721414583,1.201899318,3.560339086,61747770025,3.926432221,0.043477045,42.697708,23.321868
Bulgaria,BGR,2023,..,..,..,..,45.60407584,..,..,..,..,..,..,..,9779.822064,76.701,..,..,..,..,62887874404,1.84638956,0.052088309,42.697708,23.321868
Croatia,HRV,2009,717354,1859190,4675017,50.58,..,51.95830154,2.60200577,11.30824563,250,68,1579.496582,0.835070014,12057.74382,54.987,4131.55,2.719529925,2.213849876,4.943528879,51910769582,-7.215120202,0.045818231,45.81501,15.981919
Croatia,HRV,2010,837862,1865729,4928352,56.55,..,57.0685997,2.098566906,10.18211214,257,21,1623.343994,0.732339978,11937.09803,55.155,3970.63,2.48771822,0.758364831,2.626010855,51274933180,-1.224864141,0.046249752,45.81501,15.981919
Croatia,HRV,2011,892835,1848031,5115140,57.78997899,..,59.33885956,1.548419138,8.691106116,230,21,1569.97644,0.738470018,11971.40675,55.322,4529.57,2.485212184,-0.09621341,1.989688208,51245067108,-0.058246926,0.042325301,45.81501,15.981919
Croatia,HRV,2012,919222,1743540,4971351,61.93997315,69.39906929,62.02566147,1.891518803,11.81205615,217,32,1540.136963,0.739560008,11732.07834,55.506,4432.34,2.787324249,-0.151837693,2.551934275,50067324785,-2.298255012,0.04221786,45.81501,15.981919
Croatia,HRV,2013,954720,1668265,4721015,66.7476,68.2067945,66.05899811,2.553966715,12.49348985,230,23,1511.091431,0.798169971,11728.69989,55.706,4239.71,4.998518344,-0.04808981,1.609705352,49913699106,-0.306838202,0.041621135,45.81501,15.981919
Croatia,HRV,2014,984485,1568981,4461352,68.57,66.87893411,67.23008728,2.01220961,10.4389658,170,30,1423.554932,0.772589982,11736.33488,55.923,4021.73,4.60243307,3.77037382,5.347142585,49743152666,-0.34168263,0.03435573,45.81501,15.981919
Croatia,HRV,2015,986215,1476506,4415660,69.84503592,63.16456901,66.24445343,2.448730899,10.70642055,169,17,1490.767334,0.828159988,12135.10362,56.155,4079.08,4.514302661,-0.364560155,0.065073389,51011170112,2.549129635,0.029723025,45.81501,15.981919
Croatia,HRV,2016,1043795,1435977,4414347,72.69726967,58.8918815,66.55889893,2.700975623,14.40168922,175,13,1837.366577,0.849950016,12666.08721,56.403,4029.84,4.909357595,-3.385105066,0.829096004,52872668469,3.649197525,0.029427039,45.81501,15.981919
Croatia,HRV,2017,1095881,1401354,4315580,67.09619204,55.84469232,67.55695343,2.510345299,8.734819695,148,11,1856.81189,0.847270012,13250.41072,56.667,4359.05,5.519308144,-1.497604244,0.798324266,54651729766,3.364803306,0.025776333,45.81501,15.981919
Croatia,HRV,2018,1127591,1355662,4388476,75.29462599,54.10430339,68.3151474,2.32967247,8.837440749,121,15,1912.068359,0.951250017,13768.18945,56.947,4619.34,5.85503409,0.472806655,2.121166474,56282196854,2.983376913,0.01973878,45.81501,15.981919
Croatia,HRV,2019,1154773,1333661,4404652,79.07978368,52.58290299,68.96237183,2.326808415,8.289269251,195,16,2127.934814,1.079630017,14321.33448,57.242,4594.8,5.567072514,0.128057135,6.367627531,58219847954,3.44274248,0.025730245,45.81501,15.981919
Croatia,HRV,2020,1030973,1299329,4375699,78.32090004,58.88224155,69.34697723,2.461775821,9.680036613,117,12,2214.775146,1.242609978,13157.97243,57.553,4800.05,4.437935251,0.731421529,2.149609203,53259261828,-8.520438134,0.013677125,45.81501,15.981919
Croatia,HRV,2021,1048489,1268941,4402213,81.25396608,52.41950404,72.33335876,2.037486395,9.606648147,77,11,2330.90625,1.244850039,15520.79749,57.878,..,5.532303106,1.628810595,6.724468139,60204878582,13.04114349,0.009616295,45.81501,15.981919
Croatia,HRV,2022,1087689,1234915,4480469,82.07154778,49.98148832,..,..,11.97558328,..,..,..,..,16712.03605,58.219,..,6.249527989,-0.351743799,4.985245512,64435611395,7.027225888,0.006992084,45.81501,15.981919
Croatia,HRV,2023,..,..,..,..,48.08836729,..,..,..,..,..,..,..,17234.48109,58.575,..,..,..,..,66407902524,3.060871288,0.004204023,45.81501,15.981919
Cyprus,CYP,2009,176024,414512,977521,49.81,226.3554702,47.69644928,8.979017643,32.52942561,6,6,1095.453857,0.444370002,26183.45117,67.695,650.21,20.27001508,236.6251134,248.1243874,21157144676,-2.015262359,0.022054874,35.185566,33.382276
Cyprus,CYP,2010,194455,413192,1034071,52.99,234.2515929,48.31158066,9.165124505,38.20152034,4,4,1104.817261,0.442919999,26090.03711,67.551,694.54,23.78247144,122.9220932,120.2789766,21640277595,2.283544997,1.007649631,35.185566,33.382276
Cyprus,CYP,2011,212149,405024,1090944,56.85989235,242.5411325,46.53973007,5.640873064,30.35854301,4,8,1091.990356,0.452630013,25538.77148,67.406,745.11,23.75033581,171.3839239,146.3226843,21730455393,0.416712763,1.011183877,35.185566,33.382276
Cyprus,CYP,2012,220580,373196,1110935,60.6898684,249.2181221,45.86359024,3.481858079,16.59149738,4,8,1022.028748,0.437649995,24285.48633,67.261,782.33,21.68901764,300.4208007,279.3610318,20981323711,-3.447381424,0.084405485,35.185566,33.382276
Cyprus,CYP,2013,229195,349108,1099621,65.4548,254.6680646,47.52524185,3.882728867,13.08339846,2,1,1026.703491,0.484849989,22738.48047,67.137,945.53,12.98129339,124.5900306,108.3749227,19599182734,-6.587482257,0.001579683,35.185566,33.382276
Cyprus,CYP,2014,243611,327874,1110802,69.33,251.8303848,53.10435104,2.930778984,14.52826332,4,1,1051.282104,0.512049973,22581.81641,67.031,888.54,13.28779151,284.394755,222.764033,19251089114,-1.776061912,0.002409429,35.185566,33.382276
Cyprus,CYP,2015,260640,323707,1111123,71.71574092,243.4163373,60.10123062,3.555127126,12.7108239,6,1,1010.616211,0.47529,23487.21875,66.946,926.12,13.33535277,222.2339749,145.4625581,19909269064,3.418923188,0.003916485,35.185566,33.382276
Cyprus,CYP,2016,278483,320573,1133780,75.9002054,216.2427574,67.17111206,4.802019408,13.328515,3,1,1058.564087,0.519699991,24916.61914,66.881,1045.73,16.0622951,30.51344445,40.42583255,21218020834,6.573580202,0.002400123,35.185566,33.382276
Cyprus,CYP,2017,295686,317241,1176801,80.74318897,191.7839322,75.94081116,4.906361466,13.34996114,8,4,1209.636841,0.542590022,26101.28516,66.836,1205.27,16.01919915,60.26368046,62.78306683,22434550995,5.733476139,0.006207686,35.185566,33.382276
Cyprus,CYP,2018,313667,311559,1200378,84.43358252,136.1470388,81.33708191,4.47372795,19.85679409,4,3,1408.180176,0.614049971,27241.06445,66.81,1247.91,16.93196442,-29.46869941,-4.337409054,23701579256,5.647664896,0.003617941,35.185566,33.382276
Cyprus,CYP,2019,326565,323914,1243151,86.06362996,107.7105619,88.48532867,2.297661121,19.87421589,4,1,1657.725342,0.709500015,28362.08398,66.805,1321.39,14.83215331,200.221944,203.625492,25013996094,5.537254811,0.001476264,35.185566,33.382276
Cyprus,CYP,2020,332080,311439,1239960,90.80194644,107.8574188,92.9377594,1.914248358,12.24482773,2,1,1739.855103,0.843869984,27076.74023,66.821,1485.23,12.78853163,-137.3165749,-103.1567332,24152615030,-3.443596379,0.000635735,35.185566,33.382276
Cyprus,CYP,2021,340774,304581,1320794,90.75951564,90.03262645,96.53778839,2.076390243,15.96900286,1,2,1743.289917,0.83059001,29484.40039,66.856,..,..,-5.237813156,26.19773166,26546456012,9.911311792,0.000649978,35.185566,33.382276
Cyprus,CYP,2022,348943,297382,1392480,89.60095366,75.56971595,..,..,17.58978686,..,..,..,..,30556.71875,66.911,..,..,-28.71304398,1.641662135,27889209739,5.058128008,0.047875852,35.185566,33.382276
Cyprus,CYP,2023,..,..,..,..,65.9236031,..,..,..,..,..,..,..,30768.91992,66.987,..,..,..,..,28577218405,2.466934965,0.076052829,35.185566,33.382276
Czechia,CZE,2009,2036110,2526857,13062617,64.43,44.97643084,61.4115715,14.44441558,17.42717115,789,92,2765.168945,1.286560059,16160.62056,73.324,10891.11,2.944441612,1.600550376,2.541341419,1.69E+11,-4.657331092,0.079484994,50.075539,14.4378
Czechia,CZE,2010,2261179,2367400,12934100,68.82,46.33075958,64.93276978,15.01081963,17.86410426,868,114,2798.946045,1.326699972,16505.9537,73.255,12315.27,3.056778961,2.510819309,4.863365019,1.73E+11,2.434902159,0.085893425,50.075539,14.4378
Czechia,CZE,2011,2509100,2203900,13167700,70.49,48.32289308,66.79682159,15.32841501,18.70492852,783,97,2925.66748,1.544770002,16761.82731,73.185,13210.79,2.902251702,0.695315516,1.824658745,1.76E+11,1.760359624,0.067231221,50.075539,14.4378
Czechia,CZE,2012,2656980,2117400,13521900,73.43000782,49.40854682,66.92877197,14.53082221,18.58083995,867,150,3161.817871,1.76967001,16606.99254,73.197,13563.95,2.985400587,1.55731538,4.516567468,1.75E+11,-0.785004299,0.06678214,50.075539,14.4378
Czechia,CZE,2013,2856168,2001000,13719300,74.1104,50.60790849,66.32431793,13.11177214,17.32700599,984,97,3258.821289,1.879240036,16593.86423,73.29,13580.63,3.109182278,3.655212,3.47571024,1.74E+11,-0.045903674,0.066378111,50.075539,14.4378
Czechia,CZE,2014,2994818,2001900,13913100,74.23171164,49.45672946,67.39597321,13.41912734,17.36504579,910,62,3428.21167,1.958330035,16951.37912,73.384,14923.01,3.440115365,1.946050194,3.863539823,1.78E+11,2.262102897,0.05873476,50.075539,14.4378
Czechia,CZE,2015,2946626,1906594,12454575.01,75.6688387,49.54198338,67.23036194,13.53602683,17.72876868,880,72,3619.292725,1.916890025,17829.69832,73.477,16283.19,3.709222986,1.981645663,0.90405097,1.88E+11,5.388380838,0.059527359,50.075539,14.4378
Czechia,CZE,2016,3069970,1758590,12485045,76.4811987,51.05880435,67.50563812,12.71503835,16.86814126,792,47,3547.215332,1.670029998,18247.01173,73.57,16133.14,3.997459382,1.599413632,5.528352754,1.93E+11,2.53728452,0.061291935,50.075539,14.4378
Czechia,CZE,2017,3146091,1640094,12636359,78.71917285,50.90670769,67.71421814,13.33461022,17.82496195,794,66,3721.12207,1.768550038,19139.23988,73.675,16186.38,4.502317478,4.299646624,5.138725412,2.03E+11,5.168724304,0.059441068,50.075539,14.4378
Czechia,CZE,2018,3222835,1511942,12704262,80.68816754,51.32791857,66.79022217,15.10389429,19.55141598,678,54,3911.207031,1.899060011,19689.5827,73.792,15581.15,4.401871608,2.441731133,3.343233058,2.09E+11,3.22008807,0.047527666,50.075539,14.4378
Czechia,CZE,2019,3739614,1494175,13101360,80.86694441,50.27132877,66.88021851,16.1704712,20.70707396,765,48,4033.885986,1.927340031,20206.42564,73.921,16118.82,4.189858061,1.891242629,4.257453319,2.16E+11,3.029878663,0.051533477,50.075539,14.4378
Czechia,CZE,2020,3845426,1335224,12999812,81.33889705,53.06821651,67.18437195,17.95567226,22.57932501,673,56,4194.945313,1.985990047,19048.08685,74.061,14994,3.808534782,0.848582573,3.461936004,2.04E+11,-5.502967961,0.044844576,50.075539,14.4378
Czechia,CZE,2021,3948846,1302466,13286894,82.67062427,53.73159372,69.10617828,15.50688834,20.35233442,541,59,4568.606934,1.996009946,20085.51607,74.214,..,4.307474853,4.096971964,4.574645869,2.11E+11,3.553021309,0.037462262,50.075539,14.4378
Czechia,CZE,2022,4003241,1214380,13475347,84.54009378,50.52039697,..,..,21.20846462,..,..,..,..,20237.29455,74.377,..,4.063704916,1.117316376,3.623873195,2.16E+11,2.35100354,0.056789334,50.075539,14.4378
Czechia,CZE,2023,..,..,..,..,49.76762634,..,..,..,..,..,..,..,19800.27922,74.552,..,..,..,..,2.15E+11,-0.311479452,0.074709637,50.075539,14.4378
Denmark,DNK,2009,2022709,2774313,6833683,86.84,201.2587222,73.11062622,3.39007825,18.92976255,1518,131,6670.913574,3.055140018,50457.23249,86.654,9711.66,4.574344748,1.917970374,1.173902421,2.79E+11,-4.90654773,0.055845815,55.676098,12.568337
Denmark,DNK,2010,2112406,2613759,6420790,88.72,193.039736,72.49514771,3.651673704,15.4682846,1626,142,6759.59668,2.917069912,51173.46616,86.795,10233.42,4.975016084,-0.17820965,-3.654669083,2.84E+11,1.870991147,0.062108758,55.676098,12.568337
Denmark,DNK,2011,2143247,2481469,7173185,89.81001339,187.2410448,75.93002319,3.399055072,15.27394429,1574,197,7042.344727,2.944649935,51644.46351,86.957,11366.19,4.929685807,3.814787369,3.941503188,2.88E+11,1.336777767,0.062764024,55.676098,12.568337
Denmark,DNK,2012,2179545,2299308,7292756,92.26001172,182.0962478,77.74655151,3.283082712,15.82600749,1406,229,7172.050293,2.981250048,51567.04015,87.142,12269.14,4.679921616,-3.343596399,-4.997670326,2.88E+11,0.226499792,0.05888629,55.676098,12.568337
Denmark,DNK,2013,2272401,2094553,7031152,94.6297,177.015373,80.41867828,3.231924556,15.82160953,1341,193,7102.160645,2.970479965,51831.79793,87.292,12804.85,4.654740342,2.039771851,0.198012181,2.91E+11,0.933340972,0.056488577,55.676098,12.568337
Denmark,DNK,2014,2341759,1872404,7160233,95.99,173.3271593,81.31436157,3.585232911,15.7173659,1377,206,7345.600098,2.914089918,52404.76397,87.41,14024.94,7.136639791,2.810139852,1.863305283,2.96E+11,1.619393811,0.060908679,55.676098,12.568337
Denmark,DNK,2015,2404962,1519712,7079249,96.33050162,169.9677082,83.30040741,3.664505648,17.16507899,1462,270,7561.016602,3.054970026,53254.85637,87.526,14105.29,8.30887415,2.397752162,0.611475183,3.03E+11,2.342591108,0.063014846,55.676098,12.568337
Denmark,DNK,2016,2461403,1395239,6985035,96.96778525,166.5609788,82.17149353,3.674130761,14.88262371,1552,298,7873.96875,3.092829943,54556.06895,87.642,14186.1,9.180865081,5.746000434,2.49237426,3.12E+11,3.245956985,0.066441522,55.676098,12.568337
Denmark,DNK,2017,2511871,1098998,7140859,97.09936216,161.8070096,81.32200623,3.866969405,12.49733482,1490,282,7683.441895,2.931240082,55735.7649,87.757,14405.93,9.877723075,2.843505521,1.086132947,3.21E+11,2.821736341,0.067950906,55.676098,12.568337
Denmark,DNK,2018,2535904,1121906,7216215,97.31920437,161.2577019,81.14054871,3.716906545,12.35332774,1262,239,7635.777344,2.966029882,56563.48847,87.874,14500.93,10.04202987,1.883918664,2.456000967,3.28E+11,1.989537315,0.058839737,55.676098,12.568337
Denmark,DNK,2019,2536508,1003524,7243465,98.04643475,161.3859909,81.69458771,3.656127224,12.03937713,1351,228,7727.239258,2.896850109,57203.02779,87.994,14532.28,8.924376756,1.827889044,-1.097185465,3.33E+11,1.493486959,0.0621999,55.676098,12.568337
Denmark,DNK,2020,2590282,734436,7252675,96.54914573,163.9370075,82.66432953,3.9473862,13.23375169,1261,217,7667.303711,2.968729973,55653.58745,88.116,15318.52,7.944128825,2.672410977,-0.074332062,3.25E+11,-2.424512679,0.057403667,55.676098,12.568337
Denmark,DNK,2021,2616143,714807,7363597,98.8658506,155.3908544,83.98229218,3.944554527,13.76721889,1090,186,7707.725098,2.812619925,59205.64669,88.24,..,8.854123857,8.745218606,4.296871082,3.47E+11,6.844521902,0.053837466,55.676098,12.568337
Denmark,DNK,2022,2637733,711500,7443962,97.86011812,143.3650221,84.58660889,..,15.80539063,..,..,..,..,60345.55732,88.367,..,7.297220019,8.114048697,8.549611138,3.56E+11,2.731174454,0.038419036,55.676098,12.568337
Denmark,DNK,2023,..,..,..,..,147.5179565,..,..,..,..,..,..,..,61031.81371,88.495,..,..,..,..,3.63E+11,1.889610386,0.022247369,55.676098,12.568337
Estonia,EST,2009,313625,492759,1570538,72.5,101.3879564,67.84941864,4.730780383,11.38590982,76,20,3229.78418,1.396790028,14205.39488,68.223,1150.71,9.079722471,6.942298738,9.505903132,18957312552,-14.62905503,0.008863484,59.437,24.753575
Estonia,EST,2010,347883,482211,1652809,74.1,92.80852322,68.7101593,7.951311141,15.73459316,84,13,3057.574219,1.578989983,14585.83866,68.094,1407.66,10.27697175,6.358611311,13.27763016,19420679530,2.444265118,0.008091283,59.437,24.753575
Estonia,EST,2011,348946,471908,1806075,76.5,78.02842386,71.02352905,11.4747977,22.22682267,62,15,3392.59668,2.305219889,15692.78883,67.965,1384.92,14.77664119,-5.906994295,4.821007081,20831219911,7.263084581,0.005018638,59.437,24.753575
